name,office,date,text,name_clean,bgimg_trump,bgimg_martial,bgimg_notes,logo_trump,logo_martial,logo_notes,page_payment_request_button_enabled,page_donor_buckets_enabled,organization_uid,organization_name,description,og_title,og_description,og_url,og_site_name,og_locale,og_type,twitter_card,twitter_url,twitter_title,twitter_description,ref_number
Swaffar For Congress,FL-22,4/24/2021,"Donate to Swaffar for Congress! It’s time to Ditch Deutch and return the ”People’s House” back to the American people. I will be focusing on enforcing the Principles and Laws of our Constitution and fighting to protect our Republic for our Children and future generations. Send a PRO to Congress. I am Pro Constitution, Pro 1A & 2A, Pro Law & Order, Pro Veterans, Pro Economic Development, Pro School Choice, Pro 1776 Commission. Send this Constitutional Patriot to Congress for the US House for FL 22 and let your voice be heard!",swaffar_for_congress,0,0,,0,0,,TRUE,FALSE,rv_org_6KNvU36Z2qWJ2gfUBWqGZGoc,WinRed,"<p style=""text-align: center;""><span style=""font-size: 18pt;""><strong>Donate to Swaffar for Congress!</strong></span></p>
<p style=""font-size: 14px; color: #666666; text-align: center;""><span style=""color: #000000; font-size: 12pt;"">It’s time to Ditch Deutch and return the ”People’s House” back to the American people. I will be focusing on enforcing the Principles and Laws of our Constitution and fighting to protect our Republic for our Children and future generations.</span></p>
<p style=""font-size: 14px; color: #666666; text-align: center;""><span style=""color: #000000; font-size: 12pt;"">Send a PRO to Congress.  I am Pro Constitution, Pro 1A &amp; 2A, Pro Law &amp; Order, Pro Veterans, Pro Economic Development, Pro School Choice, Pro 1776 Commission.</span></p>
<p style=""font-size: 14px; color: #666666; text-align: center;""><span style=""color: #000000; font-size: 12pt;"">Send this Constitutional Patriot to Congress for the US House for FL 22 and let your voice be heard!</span></p>",Donate to Swaffar for Congress!,Send a Constitutional Patriot to Represent you,https://secure.winred.com/swaffar/donate,WinRed,en_US,website,summary_large_image,https://secure.winred.com/swaffar/donate,Donate to Swaffar for Congress!,Send a Constitutional Patriot to Represent you,112
Carlos Gimenez,FL-26,4/24/2021,<< CONTRIBUTE NOW! >> The first line of defense against Nancy Pelosi and the radical left is YOU! <<< STEP UP NOW! >>>,carlos_gimenez,0,0,Features him on top of a police/fire department vehicle (not clear from the image which),0,0,,FALSE,FALSE,rv_org_6KNvU36Z2qWJ2gfUBWqGZGoc,WinRed,"<p style=""text-align: center;""><span style=""color: #c0392b;""><strong><span style=""font-family: arial, helvetica, sans-serif; font-size: 18pt;"">&lt;&lt; <span style=""text-decoration: underline;"">CONTRIBUTE</span>&nbsp;<span style=""text-decoration: underline;"">NOW!</span> &gt;&gt;&nbsp;</span></strong></span></p>
<p style=""text-align: center;""><span style=""color: #000000;""><strong><span style=""font-family: arial, helvetica, sans-serif;"">The first line of defense against Nancy Pelosi and the radical left is YOU!</span></strong></span></p>
<p style=""text-align: center;""><span style=""font-size: 14pt; background-color: #fff800; color: #000000;""><strong><span style=""font-family: arial, helvetica, sans-serif;"">&lt;&lt;&lt; STEP UP NOW! &gt;&gt;&gt;</span></strong></span></p>",Step up now!,WinRed - Our technology changes how conservative &amp; center-right groups fundraise online. Join now to start winning in 2020!,https://secure.winred.com/carlos-gimenez-for-congress/contribute-now?sc=winred-directory&money_bomb=false&recurring=false,WinRed,en_US,website,summary_large_image,https://secure.winred.com/carlos-gimenez-for-congress/contribute-now,Step up now!,WinRed - Our technology changes how conservative &amp; center-right groups fundraise online. Join now to start winning in 2020!,113
Maria Salazar,FL-27,4/24/2021,"I’m Maria Elvira Salazar, and I’m leading the fight against Socialism! I stood up to Fidel Castro; now I’m taking on Nancy Pelosi and AOC. But I can’t do it without your help! I will not let America fall to Socialism! Support my Fight Now! En Libertad!",maria_salazar,0,0,,0,0,,TRUE,FALSE,rv_org_6KNvU36Z2qWJ2gfUBWqGZGoc,WinRed,Donate Today!,Donate Today!,Maria Elvira Salazar is fighting for South Florida,https://secure.winred.com/salazar/donate?amount=100,WinRed,en_US,website,summary_large_image,https://secure.winred.com/salazar/donate,Donate Today!,Maria Elvira Salazar is fighting for South Florida,114
Buddy Carter,GA-1,4/24/2021,Lets Keep Delivering for Georgia Together!,buddy_carter,0,0,,0,0,,TRUE,FALSE,rv_org_6KNvU36Z2qWJ2gfUBWqGZGoc,WinRed,"<p style=""text-align: center;""><strong><span style=""font-size: 18pt;"">Lets Keep Delivering for Georgia Together!</span></strong></p>",WinRed - Conservatives’ #1 fundraising technology,WinRed - Our technology changes how conservative &amp; center-right groups fundraise online. Join now to start winning in 2020!,https://secure.winred.com/buddycarter/donate?sc=winred-directory&money_bomb=false&recurring=false,WinRed,en_US,website,summary_large_image,https://secure.winred.com/buddycarter/donate,WinRed - Conservatives’ #1 fundraising technology,WinRed - Our technology changes how conservative &amp; center-right groups fundraise online. Join now to start winning in 2020!,115
Drew Ferguson,GA-3,4/24/2021,,drew_ferguson,0,0,,0,0,,TRUE,FALSE,rv_org_6KNvU36Z2qWJ2gfUBWqGZGoc,WinRed,WinRed - Our technology changes how conservative &amp; center-right groups fundraise online. Join now to start winning in 2020!,WinRed - Conservatives’ #1 fundraising technology,Thanks for your Support!,https://secure.winred.com/drewferguson/donate?sc=winred-directory&money_bomb=false&recurring=false,WinRed,en_US,website,summary_large_image,https://secure.winred.com/drewferguson/donate,WinRed - Conservatives’ #1 fundraising technology,Thanks for your support!,116
Johsie Cruz,GA-04,4/24/2021,Support Johsie Cruz for Congress,johsie_cruz,0,0,Features a cross,0,0,Features a cross,TRUE,FALSE,rv_org_6KNvU36Z2qWJ2gfUBWqGZGoc,WinRed,"<p style=""text-align: center;""><span style=""font-size: 18pt; color: #000000;""><strong>Support Johsie Cruz for Congress</strong></span></p>",Johsie Cruz for Congress,Support Johsie Cruz for Congress,https://secure.winred.com/johsiecruzforamerica/donate?sc=winred-directory&money_bomb=false&recurring=false,WinRed,en_US,website,summary_large_image,https://secure.winred.com/johsiecruzforamerica/donate,Johsie Cruz for Congress,Support Johsie Cruz for Congress,117
Harold Earls,GA-6,4/24/2021,Chip in today to support the Earls for Georgia movement and help bring a new generation of leadership to Congress.,harold_earls,0,1,Features a man in army fatigues (presumably Earls) with his wife and two young children at what looks like the Tidal Basin in DC,0,0,,TRUE,FALSE,rv_org_6KNvU36Z2qWJ2gfUBWqGZGoc,WinRed,Chip in today to support the Earls for Georgia movement and help bring a new generation of leadership to Congress.,Earls for Georgia,Chip in today to support the Earls for Georgia movement and help bring a new generation of leadership to Congress.,https://secure.winred.com/earls-for-georgia/donate?sc=winred-directory&money_bomb=false&recurring=false,WinRed,en_US,website,summary_large_image,https://secure.winred.com/earls-for-georgia/donate,Earls for Georgia,Chip in today to support the Earls for Georgia movement and help bring a new generation of leadership to Congress.,118
Austin Scott,GA-8,4/24/2021,Thanks for your support,austin_scott,0,0,,0,0,,TRUE,FALSE,rv_org_6KNvU36Z2qWJ2gfUBWqGZGoc,WinRed,"<h2 style=""color: #43525e; font-family: 'Open Sans', sans-serif; background-color: #ffffff; font-size: 1.875em !important; text-align: center;""><span style=""font-size: 18pt;"">Thanks for your support</span></h2>",Austin Scott for Congress,Donate to Austin Scott for Congress >>,https://secure.winred.com/austin-scott-for-congress/donate?sc=winred-directory&money_bomb=false&recurring=false,WinRed,en_US,website,summary_large_image,https://secure.winred.com/austin-scott-for-congress/donate,Austin Scott for Congress,Donate to Austin Scott for Congress >>,119
Barry Loudermilk,GA-11,4/24/2021,"If you prefer to mail a check, please make payable to: Loudermilk for Congress, PO Box 447, Cassville, GA 30123",barry_loudermilk,0,0,,0,0,,FALSE,FALSE,rv_org_6KNvU36Z2qWJ2gfUBWqGZGoc,WinRed,"<p style=""text-align: center;""><span style=""font-size: 18pt;""><span style=""color: #43525e; font-family: 'Open Sans', sans-serif; background-color: #ffffff;"">If you prefer to mail a check, please make payable to: Loudermilk for Congress, PO Box 447, Cassville, GA</span> 30123</span></p>",Barry Loudermilk for Congress,Donate Today,https://secure.winred.com/barryloudermilk/donate?sc=winred-directory&money_bomb=false&recurring=false,WinRed,en_US,website,summary_large_image,https://secure.winred.com/barryloudermilk/donate,Barry Loudermilk for Congress,Donate Today,120
Rick Allen,GA-12,4/24/2021,Show Your Support. Contribute to Rick Allen for Congress Today!,rick_allen,0,0,,0,0,,FALSE,FALSE,rv_org_6KNvU36Z2qWJ2gfUBWqGZGoc,WinRed,"<p style=""text-align: center;""><span style=""font-size: 14pt;""><span style=""color: #43525e; background-color: #ffffff;"">Show Your Support. Contribute to Rick Allen for Congress</span> Today!</span></p>",Rick Allen for Congress,Donate Today ,https://secure.winred.com/rickallen/donate?sc=winred-directory&money_bomb=false&recurring=false,WinRed,en_US,website,summary_large_image,https://secure.winred.com/rickallen/donate,Rick Allen for Congress,Donate Today,121
Ashley Hinson,IA-1,4/24/2021,Chip in NOW to show you support for Ashley Hinson in Iowa's 1st district! DONATE >>>,ashley_hinson,0,0,,0,0,,FALSE,FALSE,rv_org_6KNvU36Z2qWJ2gfUBWqGZGoc,WinRed,"<p style=""text-align: center;""><span style=""color: #000000;""><b style=""text-align: center;"">Chip in NOW to show you support for Ashley Hinson in Iowa's 1st district!</b></span></p>
<p style=""text-align: center;""><span style=""color: #000000;""><b style=""text-align: center;"">DONATE &gt;&gt;&gt;</b></span></p>",Ashley Hinson for Congress,Donate to Hinson for Congress >>,https://secure.winred.com/ashleyhinson/donate?sc=winred-directory&money_bomb=false&recurring=false,WinRed,en_US,website,summary_large_image,https://secure.winred.com/ashleyhinson/donate,Ashley Hinson for Congress,Donate to Hinson for Congress >>,122
Mariannette Miller-Meeks,IA-2,4/24/2021,"Doctor Lt. Colonel Public Health Director In this pandemic, we need leaders that will persevere, solve problems, and get Americans safely back to work! That's exactly what Mariannette will do!",mariannette_miller_meeks,0,0,,0,0,,FALSE,FALSE,rv_org_6KNvU36Z2qWJ2gfUBWqGZGoc,WinRed,"<p style=""text-align: center;""><span style=""font-size: 32px;""><b>Doctor</b></span></p>
<p style=""text-align: center;""><span style=""font-size: 32px;""><b>Lt. Colonel</b></span></p>
<p style=""text-align: center;""><span style=""font-size: 32px;""><b>Public Health Director</b></span></p>
<p style=""text-align: center;"">In this pandemic, we need leaders that will persevere, solve problems, and get Americans safely back to work! That's exactly what Mariannette will do!&nbsp;</p>",Mariannette Miller-Meeks,Thank you for donating to Miller-Meeks for Congress!,https://secure.winred.com/mariannettemiller-meeks/donate?sc=winred-directory&money_bomb=false&recurring=false,WinRed,en_US,website,summary_large_image,https://secure.winred.com/mariannettemiller-meeks/donate,Mariannette Miller-Meeks,Thank you for donating to Miller-Meeks for Congress!,123
Russ Fulcher,ID-1,4/24/2021,"Support Russ Fulcher for Congress Today! As a fourth-generation Idahoan raised on my family's farm, I understand the necessity of promoting the interests of Idaho families and preserving our way of life. Serving as YOUR VOICE IN CONGRESS is a responsibility I do not take lightly. I WILL NOT LET YOU DOWN! Please consider contributing to our conservative campaign. Thank you!",russ_fulcher,0,0,,0,0,,TRUE,FALSE,rv_org_6KNvU36Z2qWJ2gfUBWqGZGoc,WinRed,"<p class=""MsoNormal"" style=""  text-align: center; ""><b><span style=""font-size: 18.0pt;    color: black;"">Support Russ Fulcher for Congress Today!</span></b><span style=""font-size: 10.5pt;    color: black;""></span></p>
<p class=""MsoNormal"" style=""  text-align: center; ""><span style=""font-size: 12.0pt;    color: black;"">As a fourth-generation Idahoan raised on my family's farm, I understand the necessity of promoting the interests of Idaho families and preserving our way of life. Serving as <b>YOUR VOICE IN CONGRESS</b> is a responsibility I do not take lightly. <b>I WILL NOT LET YOU DOWN</b>!</span><span style=""font-size: 10.5pt;    color: black;""></span></p>
<p class=""MsoNormal""><span style=""font-size: 12.0pt;    color: black;"">Please consider contributing to our conservative campaign. Thank you!</span><span style=""font-size: 10.5pt;    color: black;""></span></p>","Your donation today has 2x the impact! Work together, SAVE AMERICA!",The conservative grassroots are awake and ready to win. But we need you!,https://secure.winred.com/russ-fulcher-for-idaho/donate?sc=winred-directory&money_bomb=false&recurring=false,WinRed,en_US,website,summary_large_image,https://secure.winred.com/russ-fulcher-for-idaho/donate,Donate to Russ Fulcher for Congress!,The conservative grassroots are awake and ready to win. But we need you!,124
Mike Simpson,ID-2,4/24/2021,,mike_simpson,0,0,,0,0,,FALSE,FALSE,rv_org_6KNvU36Z2qWJ2gfUBWqGZGoc,WinRed,Mike Simpson is running for Congress to put the people of Idaho first!,Mike Simpson for Congress,Donate to Mike Simpson,https://secure.winred.com/michaelsimpson/donate?sc=winred-directory&money_bomb=false&recurring=false,WinRed,en_US,website,summary_large_image,https://secure.winred.com/michaelsimpson/donate,Michael Simpson for Congress,Donate to Michael Simpson,125
Justin Burau,IL-06,4/24/2021,Justin is a native from Wheaton and has strong ties with the community. Justin will work in a bipartisan manner to create effective legislation that positively impacts citizens of the 6th district. It is important for voters to have faith in their representative. Justin is going to restore this by diligently working for his constituents of the 6th district. As a middle class American and Washington outsider Justin brings a fresh perspective to office. Reforming our broken healthcare system Tax relief for the middle class Strong post Covid economic growth Immigration reform Creation of greater education opportunities Taking care of our veterans Maintaining a working bipartisanship relationship For more information on policy stances please visit www.BurauforCongress.com,justin_burau,0,0,,0,0,,TRUE,FALSE,rv_org_6KNvU36Z2qWJ2gfUBWqGZGoc,WinRed,"<p style=""text-align: center;""><strong><span id=""docs-internal-guid-0801076c-7fff-c103-9526-be46dc39ef4c""><span style=""font-size: 12pt; color: #050505;"">Justin is a native from Wheaton and has strong ties with the community. Justin will work in a bipartisan manner to create effective legislation that positively impacts citizens of the 6th district. It is important for voters to have faith in their representative. Justin is going to restore this by diligently working for his constituents of the 6</span><span style=""font-size: 12pt; color: #050505;""><span style=""font-size: 0.6em;"">th</span></span><span style=""font-size: 12pt; color: #050505;""> district. As a middle class American and Washington outsider Justin brings a fresh perspective to office.</span></span></strong></p>
<ul>
<li style=""text-align: left;""><strong><span style=""color: #ff0000;""><em><span id=""docs-internal-guid-7bf58158-7fff-1ed5-a955-46598f001d52""><span style=""font-size: 12pt; background-color: transparent;"">Reforming our broken healthcare system</span></span></em></span></strong></li>
<li style=""text-align: left;""><strong><span style=""color: #ff0000;""><em><span id=""docs-internal-guid-7bf58158-7fff-1ed5-a955-46598f001d52""><span style=""font-size: 12pt; background-color: transparent;"">Tax relief for the middle class</span></span></em></span></strong></li>
<li style=""text-align: left;""><strong><span style=""color: #ff0000;""><em><span id=""docs-internal-guid-7bf58158-7fff-1ed5-a955-46598f001d52""><span style=""font-size: 12pt; background-color: transparent;"">Strong post Covid economic growth</span></span></em></span></strong></li>
<li style=""text-align: left;""><strong><span style=""color: #ff0000;""><em><span id=""docs-internal-guid-7bf58158-7fff-1ed5-a955-46598f001d52""><span style=""font-size: 12pt; background-color: transparent;"">Immigration reform</span></span></em></span></strong></li>
<li style=""text-align: left;""><strong><span style=""color: #ff0000;""><em><span id=""docs-internal-guid-7bf58158-7fff-1ed5-a955-46598f001d52""><span style=""font-size: 12pt; background-color: transparent;"">Creation of greater education opportunities</span></span></em></span></strong></li>
<li style=""text-align: left;""><strong><span style=""color: #ff0000;""><em><span id=""docs-internal-guid-7bf58158-7fff-1ed5-a955-46598f001d52""><span style=""font-size: 12pt; background-color: transparent;"">Taking care of our veterans</span></span></em></span></strong></li>
<li style=""text-align: left;""><strong><span style=""color: #ff0000;""><em><span id=""docs-internal-guid-7bf58158-7fff-1ed5-a955-46598f001d52""><span style=""font-size: 12pt; background-color: transparent;"">Maintaining a working bipartisanship relationship</span></span></em></span></strong></li>
</ul>
<p><em><strong><span id=""docs-internal-guid-6ea84317-7fff-12f5-ff0a-de63bbc8586a""><span style=""font-size: 12pt; background-color: transparent;"">For more information on policy stances please visit <a href=""http://www.BurauforCongress.com"" rel=""nofollow"" target=""_blank"">www.BurauforCongress.com</a></span></span></strong></em></p>",Justin Burau for Congress - 2022,Justin Burau is running for the Congressional seat currently held by Sean Casten,https://secure.winred.com/justin-burau-for-congress/donate?fbclid=IwAR0nNkwzolkTzmv0e4XEkLUxbmvOLaWZPLgMHbaLI5Fxz5ZBsU0rVKab0Us,WinRed,en_US,website,summary_large_image,https://secure.winred.com/justin-burau-for-congress/donate,Justin Burau for Congress - 2022,Justin Burau is running for the Congressional seat currently held by Sean Casten,126
